speaker,text
anne,"pardon, good father! good my mother, pardon! "
page,"now, mistress, how chance you went not with master slender? "
mrs. page,"why went you not with master doctor, maid? "
fenton,"you do amaze her: hear the truth of it. you would have married her most shamefully, where there was no proportion held in love. the truth is, she and i, long since contracted, are now so sure that nothing can dissolve us. the offence is holy that she hath committed, and this deceit loses the name of craft, of disobedience, or unduteous title, since therein she doth evitate and shun a thousand irreligious cursed hours, which forced marriage would have brought upon her. "
ford,"stand not amaz'd: here is no remedy: in love the heavens themselves do guide the state: money buys lands, and wives are sold by fate. "
falstaff,"i am glad, though you have ta'en a special stand to strike at me, that your arrow hath glanced. "
page,"well, what remedy?—fenton, heaven give thee joy! what cannot be eschew'd must be embrac'd. "
falstaff,when night dogs run all sorts of deer are chas'd. 
mrs. page,"well, i will muse no further. master fenton, heaven give you many, many merry days! good husband, let us every one go home, and laugh this sport o'er by a country fire; sir john and all. "
ford,"let it be so. sir john, to master brook you yet shall hold your word; for he to-night shall lie with mistress ford. "
